neg_event,event
PersonX  removes from  PersonY's purse,PersonX puts it in PersonY's purse
PersonX puts it in the fridge.,PersonX puts it in the oven
PersonX puts it in the fridge,PersonX puts it in the oven
PersonX takes it apart,PersonX puts it together
PersonX takes off PersonX's hat.,PersonX puts on PersonX's hat
PersonX puts on PersonY's coat.,PersonX puts on PersonY's hat
PersonX takes off PersonY's hat.,PersonX puts on PersonY's hat
PersonX is oblivious to everything.,PersonX puts out feelers
PersonX ignores feelers,PersonX puts out feelers
PersonX puts out to church,PersonX puts out to pasture
PersonX let's it live a full life,PersonX puts out to pasture
PersonX puts PersonY's head in the sand,PersonX puts PersonX's head in the sand
PersonX pulls PersonY's head out of the sand.,PersonX puts PersonX's head in the sand
PersonX puts PersonX's body,PersonX puts PersonX's mind
PersonX panics PersonX's mind,PersonX puts PersonX's mind
PersonX slacks off and gives up,PersonX puts PersonX's mind to it
PersonX puts PersonX's body to it,PersonX puts PersonX's mind to it
PersonX is too big for PersonX's britches,PersonX puts PersonX's pants on PersonX leg at a time
PersonX has someone dress him everyday.,PersonX puts PersonX's pants on PersonX leg at a time
PersonX loses PersonX phone.,PersonX puts PersonX's phone
PersonX takes PersonX's phone,PersonX puts PersonX's phone
PersonX keeps their phone out,PersonX puts PersonX's phone away
PersonX takes out PersonX's phone.,PersonX puts PersonX's phone away
PersonX cheers up PersonY,PersonX puts PersonY down
PersonX invigorates PersonY.,PersonX puts PersonY down
PersonX puts PersonY out of mind.,PersonX puts PersonY in mind
PersonX takes PersonY out of mind,PersonX puts PersonY in mind
PersonY puts PersonX in the oven,PersonX puts PersonY in the oven
PersonX puts food in the oven,PersonX puts PersonY in the oven
PersonX lets PersonY live.,PersonX puts PersonY to death
PersonX nurses PersonY back to health.,PersonX puts PersonY to death
PersonX puts PersonY to misuse,PersonX puts PersonY to use
PersonX tells PersonY to go home.,PersonX puts PersonY to use
PersonX lets PersonY walk around in raggedy clothes,PersonX puts PersonY together
PersonX sends PersonY out unkempt,PersonX puts PersonY together
PersonX stands up,PersonX puts PersonY's head down
PersonX picks up PersonY's head.,PersonX puts PersonY's head down
PersonX is a pacifist.,PersonX puts PersonY's lights out
PersonX brings PersonY's lights on.,PersonX puts PersonY's lights out
PersonX puts PersonY's mind in a state of panic,PersonX puts PersonY's mind at ease
PersonX takes PersonY's phone,PersonX puts PersonY's phone
PersonX takes PersonY's phone.,PersonX puts PersonY's phone
PersonX ignores the phone.,PersonX puts the phone
PersonX takes the phone out.,PersonX puts the phone away
PersonX leaves the phone out.,PersonX puts the phone away
PersonX takes off the top,PersonX puts the top
PersonX puts the pants on,PersonX puts the top
PersonX leaves PersonY alone.,PersonX puts upon PersonY
PersonX stayed standing,PersonX quickly fell
PersonX slowly stood.,PersonX quickly fell
PersonX slowly fell in love.,PersonX quickly fell in love
PersonX loses their crush.,PersonX quickly fell in love
PersonX slowy came.,PersonX quickly went
PersonX quickly came.,PersonX quickly went
PersonX trips and falls.,PersonX races out of the traps
PersonX sets the traps.,PersonX races out of the traps
PersonX rains lightly,PersonX rains cats and dogs
PersonX is dry,PersonX rains cats and dogs
PersonX makes PersonX's day better.,PersonX rains on PersonX's parade
PersonX encourages PersonY.,PersonX rains on PersonX's parade
PersonX lowers PersonY.,PersonX raises PersonY
PersonX is sentenced to death panel.,PersonX raises PersonY
PersonX gives PersonY a plate of food,PersonX raises PersonY's glass
PersonX throws PersonY's glass down on the ground.,PersonX raises PersonY's glass
PersonX reaches through PersonY,PersonX reaches around PersonY
PersonX pushes PersonY aside,PersonX reaches around PersonY
PersonX reaches in front of PersonY,PersonX reaches behind PersonY
PersonX gropes in front of PersonY,PersonX reaches behind PersonY
PersonX reaches entering customers,PersonX reaches exiting customers
PersonX reaches non-existing customers,PersonX reaches exiting customers
PersonX constantly lets himself down,PersonX reaches PersonX's potential
PersonX misses Person Y's ears,PersonX reaches PersonY's ears
PersonY reads PersonX's diary,PersonX reads PersonX's diary
PersonY locks PersonY's diary,PersonX reads PersonY's diary
PersonX eats the note,PersonX reads the note
PersonX synergizes PersonY,PersonX realizes PersonY
PersonX realizes PersonY was fine,PersonX realizes PersonY was lost
PersonX realizes PersonY was missing,PersonX realizes PersonY was lost
PersonX forgets something,PersonX realizes something
PersonX realizes that PersonY was found,PersonX realizes that PersonY was lost
PersonX feels detached from PersonY,PersonX really love PersonY
PersonX really delights PersonY,PersonX really pisses PersonY off
PersonX really makes PersonY happy,PersonX really pisses PersonY off
PersonX kills PersonY's children,PersonX rears PersonY's children
PersonX makes PersonY nervous,PersonX reassures PersonY
PersonX waiths by the phone for a ring.,PersonX receives a phone call
PersonX ends a phone call.,PersonX receives a phone call
PersonX ignores PersonY answer.,PersonX receives PersonY answer
PersonX gives PersonY's answer,PersonX receives PersonY answer
PersonX dropped out of school.,PersonX recently graduated
PersonX frowns at PersonY,PersonX recognizes PersonY
PersonX waits patiently for quite some time to receive.,PersonX recovers quickly
PersonX takes a long time to get better,PersonX recovers quickly
PersonX increases PersonX's dependence.,PersonX reduces PersonX's dependence
PersonX reduces PersonY's independence.,PersonX reduces PersonY's dependence
PersonX gives PersonY more dependence,PersonX reduces PersonY's dependence
PersonX steps to he side,PersonX refuses to move
PersonX is happy to move,PersonX refuses to move
PersonX agreed to pay.,PersonX refuses to pay
PersonX pays the amount owed.,PersonX refuses to pay
PersonX destroys the economies of nations,PersonX regulates commerce with nations
PersonX goes to a nightclub.,PersonX relaxes at home
PersonX parties at home.,PersonX relaxes at home
PersonX excitedly accepted.,PersonX reluctantly accepted
PersonX is enemies.,PersonX remains friends
PersonX breaks up a friendship.,PersonX remains friends
PersonX rushes past PersonY in the hall,PersonX remembers PersonY's name
PersonX forgets PersonY's name,PersonX remembers PersonY's name
PersonX takes PersonY's account.,PersonX renders PersonY account
PersonX cancels PersonY account.,PersonX renders PersonY account
PersonX forgoes PersonX's driver's license,PersonX renews PersonX's driver's license
PersonX renews within the year,PersonX renews within days
PersonX renews within years,PersonX renews within days
PersonX rents a car,PersonX rents an apartment
PersonX buys PersonY apartment,PersonX rents PersonY apartment
PersonX buys PersonY's house.,PersonX rents PersonY apartment
Person X replaces the new one,PersonX replaces PersonX's old one
PersonX keeps PersonX's old one,PersonX replaces PersonX's old one
PersonX calls a tow truck.,PersonX replaces PersonX's tire
PersonX calls a tow truck to tow PersonX's car,PersonX replaces PersonX's tire
PersonX buys PersonY a new one,PersonX replaces PersonY's old one
PersonX takes PersonY's old one.,PersonX replaces PersonY's old one
PersonX steals PersonY's tire.,PersonX replaces PersonY's tire
PersonX keeps the old one,PersonX replaces the old one
PersonX refurbishes the old one.,PersonX replaces the old one
PersonX replaces the engine,PersonX replaces the tire
PersonX breaks the tire,PersonX replaces the tire
PersonX is a traitor to PersonX's country,PersonX represents PersonX's country
PersonX abandoned PersonX's own country,PersonX represents PersonX's country
PersonX represents PersonY's decline,PersonX represents PersonY increase
PersonX represents PersonY decrease,PersonX represents PersonY increase
PersonX goes to PersonX's appointment,PersonX reschedules PersonX's appointment
PersonX makes PersonX's appointment.,PersonX reschedules PersonX's appointment
PersonX cancels PersonY's appointment,PersonX reschedules PersonY's appointment
PersonX confirms PersonY's appointment,PersonX reschedules PersonY's appointment
PersonX rest on PersonX bed.,PersonX rests on PersonX's laurels
PersonX works very hard,PersonX rests on PersonX's laurels
PersonX sits up from PersonY's shoulder.,PersonX rests on PersonY's shoulder
PersonX pushhes PersonY's shoulder,PersonX rests on PersonY's shoulder
PersonX rests PersonY's back,PersonX rests PersonY's chin
PersonX gives PersonY a chair to sit in,PersonX rests PersonY's chin
PersonX is fired from PersonX's position,PersonX retains PersonX's position
PersonX keeps it from PersonY,PersonX returns it to PersonY
PersonX stays there forever.,PersonX returns the next day
PersonX sent to PersonX's state,PersonX returns to PersonX's state
PersonX flys bikes,PersonX rides bikes
PersonX hates to exercise,PersonX rides bikes
PersonX is scared of roller coasters.,PersonX rides every ride
PersonX want to learn how to skate,PersonX rides on a rail
PersonX surfs on a wave,PersonX rides on a rail
PersonX buys PersonY a bike,PersonX rides PersonY's bikes
PersonX decides to walk with PersonY,PersonX rides PersonY's bikes
PersonX tells the truth.,PersonX rings hollow
PersonX is always true,PersonX rings hollow
PersonX backed down from the challenge,PersonX rises to the challenge
PersonX hides from the challenge,PersonX rises to the challenge
PersonX staggers home.,PersonX romps home
PersonX stays out,PersonX romps home
PersonX boo's PersonY.,PersonX roots for PersonY
PersonX relaxes in a hammock,PersonX runs errands
PersonX decides to lie low.,PersonX runs for class president
PersonX remains unknown,PersonX runs for class president
PersonX takes a seat,PersonX runs full speed
PersonX goes for a leisurely stroll.,PersonX runs full speed
PersonX walks laps.,PersonX runs laps
PersonX is in a wheelchair,PersonX runs right
PersonX runs left.,PersonX runs right
PersonX stays home,PersonX runs some errands
PersonX runs zig zag,PersonX runs straight
PersonX runs around,PersonX runs straight
PersonX dilly dally's toward school.,PersonX rushes to school
PersonX is early for school,PersonX rushes to school
PersonX gives advice.,PersonX saves PersonX's breath
PersonX mouths off.,PersonX saves PersonX's breath
PersonX endangers PersonX's people.,PersonX saves PersonX's people
PersonX leaves PersonX's people to die,PersonX saves PersonX's people
PersonX destroys PersonY's people,PersonX saves PersonY's people
PersonX harms PersonY's people,PersonX saves PersonY's people
PersonX says good morning,PersonX says goodnight
PersonX says hateful things,PersonX says grace
PersonX says in PersonX's mind,PersonX says in PersonX's heart
PersonX lies,PersonX says in PersonX's heart
PersonX affirms PersonY's yay,PersonX says PersonY nay
PersonX says PersonY yay.,PersonX says PersonY nay
PresonX says PersonY's greetings.,PersonX says PersonY's goodbyes
PersonX says no.,PersonX says sure
PersonX misses two goals,PersonX scores two goals
PersonX misses the ball,PersonX scores two goals
Person X pays for breakfast.,PersonX scrambles eggs
PersonX boils eggs,PersonX scrambles eggs
PersonX boils hard boiled eggs for breakfast,PersonX scrambles eggs for breakfast
