neg_event,event
PersonX demotes to manager,PersonX promotes to manager
PersonX proposes divorce.,PersonX proposes marriage
PersonX hides PersonY's sunscreen.,PersonX protects PersonY from the sun
PersonX steals PersonY's property,PersonX protects PersonY's property
PersonX accepts PersonY's debauchery.,PersonX protests PersonY's innocence
PersonX proves PersonY right,PersonX proves PersonY wrong
PersonX proves PersonY's guilt.,PersonX proves PersonY's innocence
PersonX robs PersonY,PersonX provides PersonY
PersonX asks PersonY for the answer.,PersonX provides PersonY answer
PersonX provides PersonY fun,PersonX provides PersonY education
PersonX takes away PersonY's framework.,PersonX provides PersonY framework
PersonX receives the full text from PersonY,PersonX provides PersonY overview
PersonX leaves PersonY hanging,PersonX provides PersonY picture
PersonX keeps information from PersonY,PersonX provides PersonY with information
PersonX rejects PersonY's book,PersonX publishes PersonY's book
PersonX pushes PersonY away,PersonX pulls PersonY aside
PersonX pushes PersonY in.,PersonX pulls PersonY away
PersonX pushes PersonY away from PersonY.,PersonX pulls PersonY closer to PersonY
personx pushes persony down,PersonX pulls PersonY forward
PersonX drives PersonY,PersonX pulls PersonY over
PersonX stays away from PersonY's face.,PersonX pulls PersonY's face
PersonX keeps PersonY's fingers in place.,PersonX pulls PersonY's fingers out
PersonX pushes PersonY's feet.,PersonX pulls PersonY's hands
PersonX pulls PersonY's elbows,PersonX pulls PersonY's knees
PersonX pulls PersonY's arm,PersonX pulls PersonY's pants
PersonX goes to the hospital.,PersonX pulls a prank
PersonX puts a rabbit in a hat,PersonX pulls a rabbit out of a hat
PersonX makes PersonY aware of the circumstances,PersonX pulls the rug out from under PersonY
PersonX hesitates.,PersonX pulls the trigger
PersonX tells PersonY the truth.,PersonX pulls the wool over PersonY's eyes
PersonX treats PersonY in the eye.,PersonX punches PersonY in the eye
PersonX like PersonY  face,PersonX punches PersonY in the face
PersonX gave PersonY a big hug.,PersonX punches PersonY's lights out
PersonX sells tickets.,PersonX purchases tickets
PersonX pulls PersonY closer,PersonX pushes PersonY away
PersonX pushes PersonY forward,PersonX pushes PersonY back
PersonX grabs PersonY's hand.,PersonX pushes PersonY forward
PersonX pulls PersonY out.,PersonX pushes PersonY in
PersonX helps PersonY get up off the ground.,PersonX pushes PersonY on the ground
PersonX pulls PersonY in.,PersonX pushes PersonY out
PersonX pulls PersonY out of the way,PersonX pushes PersonY out of the way
PersonX pushes PersonY to the limit,PersonX pushes PersonY over the edge
PersonX pulls PersonY's hands.,PersonX pushes PersonY's hands
PersonY pushes PersonX's tongue,PersonX pushes PersonY's tongue
PersonX brings PersonY's way closer.,PersonX pushes PersonY's way
PersonX waits for PersonY to move.,PersonX pushes past PersonY
PersonX keeps secrets.,PersonX puts PersonX's cards on the table
PersonX remains wary of PersonY,PersonX puts PersonX's trust in PersonY
PersonX puts PersonY leg around PersonZ,PersonX puts PersonY arm around PersonZ
PersonX puts PersonY arms away from PersonZ,PersonX puts PersonY arms around PersonZ
PersonX releases PersonY from jail,PersonX puts PersonY in jail
PersonX bails PersonY out of prison,PersonX puts PersonY in prison
PersonX drops PersonY out the car,PersonX puts PersonY in the car
PersonX takes the table down,PersonX puts PersonY on the table
PersonX takes PersonY in,PersonX puts PersonY out
PersonX puts personY wrong.,PersonX puts PersonY right
PersonX lets PersonY put themself to bed,PersonX puts PersonY to bed
PersonX puts PersonY to pride.,PersonX puts PersonY to shame
PersonX puts PersonY to sleep,PersonX puts PersonY to work
PersonX puts PersonY's hands down,PersonX puts PersonY's hands up
PersonX robs PersonY's money,PersonX puts PersonY's money
PersonX puts a frown on my face,PersonX puts a smile on my face
PersonX answers the ad.,PersonX puts an ad
PersonX puts an ad online,PersonX puts an ad in the paper
PersonX takes it out of PersonX's pocket,PersonX puts it in PersonX's pocket
PersonX puts it out of PersonY pocket,PersonX puts it in PersonY pocket
PersonX pushed PersonY away,PersonX puts my arm around PersonY
PersonX puts the fish,PersonX puts the turkey
PersonX puts to the sheath,PersonX puts to the sword
PersonX puts thoughts in PersonY's mouth,PersonX puts words in PersonY's mouth
PersonX slowly closed.,PersonX quickly opened
PersonX needs a steady day job,PersonX quits PersonX's day job
PersonX quits PersonX's new job.,PersonX quits PersonX's old job
PersonX hires PersonY's job,PersonX quits PersonY's job
PersonX has a drink,PersonX quits drinking
PersonX plays regularly for health reasons.,PersonX quits playing
Personx keeps their job.,PersonX quits that job
PersonX starts the job,PersonX quits the job
PersonX joins the team,PersonX quits the team
PersonX runs with PersonX's friend,PersonX races PersonX's friend
PersonX races PersonY's  enemy,PersonX races PersonY's friend
PersonX lowers PersonX's hat,PersonX raises PersonX's hat
PersonX kills PersonY.,PersonX raises PersonY from the dead
PersonX creates drama with PersonY,PersonX raises PersonY issue
PersonX raises their own arms,PersonX raises PersonY's arms
PersonX neglects PersonY's children.,PersonX raises PersonY's children
PersonX puts down PersonY's hands,PersonX raises PersonY's hands
PersonX  lowers a brown to PersonY,PersonX raises an eyebrow at PersonY
PersonX stoops to PersonY's level.,PersonX reaches PersonY level
PersonX reaches PersonY's foot,PersonX reaches PersonY's hand
Personx runs from personY,PersonX reads PersonY
PersonX ignores PersonY's story.,PersonX reads PersonY a story
PersonX reads PersonY soul,PersonX reads PersonY mind
PersonX praises PersonY's performance,PersonX reads PersonY the riot act
PersonX writes a book for PersonY,PersonX reads PersonY's book
PersonX asks PersonY for television recommendations.,PersonX reads PersonY's favorite book
PersonX ignores PersonY's letters.,PersonX reads PersonY's letters
PersonX aquaints himself with PersonY by quietly listening.,PersonX reads PersonY's mind
PersonX ignores PersonY's works,PersonX reads PersonY's works
PersonX thinks about listening to a story told by PersonY.,PersonX reads aloud to PersonY
PersonX realizes PersonY remembers PersonX's wallet.,PersonX realizes PersonY forgot PersonX's wallet
PersonX really helped PersonY,PersonX really hurt PersonY
PersonX made personY happy,PersonX really pissed PersonY off
PersonX loses PersonX's diploma,PersonX receives PersonX's diploma
PersonX gives a donation,PersonX receives a refund
PersonX gets reprimanded.,PersonX receives an award
PersonX required treatment,PersonX receives treatment
PersonX trusts PersonY's decision,PersonX reconsiders PersonY's decision
PersonX loves PersonX,PersonX records PersonX
PersonX observes PersonY.,PersonX records PersonY
PersonX rejects PersonY.,PersonX recruits PersonY
PersonX maintains PersonY's kitchen,PersonX redoes PersonY's kitchen
PersonX increases PersonX's costs.,PersonX reduces PersonX's costs
PersonX increases PersonX's stress.,PersonX reduces PersonX's stress
PersonX increased PersonY's costs,PersonX reduces PersonY's costs
PersonX increases PersonY's risk,PersonX reduces PersonY's risk
PersonX throws the fish back,PersonX reels the fish in
PersonX charges PersonY,PersonX refunds PersonY
PersonX indulges PersonY,PersonX refuses PersonY
PersonX wants to talk to personY,PersonX refuses to talk to PersonY
PersonX loses their composure,PersonX regains PersonY's composure
PersonX holds PersonY,PersonX releases PersonY
PersonX grabs hold of PersonY's foot.,PersonX releases PersonY's hand
PersonX scares PersonY,PersonX relieves PersonY
PersonX left PersonY years ago,PersonX remains until PersonY's death
PersonX forgets PersonY's birthday.,PersonX remembers PersonY's birthday
PersonX is unique,PersonX reminds PersonY of PersonZ
PersonX remodels PersonY's kitchen,PersonX remodels PersonY's bathroom
PersonX puts on PersonX's hat.,PersonX removes PersonX's hat
PersonX puts PersonY into office,PersonX removes PersonY from office
PersonX attaches PersonY's fingers,PersonX removes PersonY's fingers
PersonX holds PersonY's hand in place.,PersonX removes PersonY's hand
PersonX tells PersonY to keep their shirt on,PersonX removes PersonY's shirt
PersonX rejects PersonY assistance,PersonX renders PersonY assistance
PersonX forgets PersonX's vows,PersonX renews PersonX's vows
PersonX buys a movie,PersonX rents a movie
PersonX buys movies.,PersonX rents movies
PersonX declines to reply.,PersonX replies back
PersonX destroys PersonY's attempt,PersonX represents PersonY attempt
PersonY represents PersonX's interests,PersonX represents PersonY's interests
PersonX requires PersonY quit,PersonX requires PersonY effort
PersonX drowns PersonY,PersonX rescues PersonY
PersonX harms PersonY's cat,PersonX rescues PersonY's dog
PersonX adores PersonY,PersonX resents PersonY
PersonX makes PersonY get up and work,PersonX rests upon PersonY
PersonX traces PersonY's steps,PersonX retraces PersonY's steps
PersonX keeps PersonY's phone.,PersonX returns PersonY's phone
PersonX keeps the book.,PersonX returns the book
personx returns the necklace,PersonX returns the ring
PersonX runs away from home,PersonX returns to PersonX's home
PersonX abandons PersonY's car.,PersonX returns to PersonY's car
PersonX stays out all night,PersonX returns to PersonY's home
PersonX stays away from PersonY's land.,PersonX returns to PersonY's land
PersonX leaves PersonY's place,PersonX returns to PersonY's place
PersonX leaves  PersonY's room,PersonX returns to PersonY's room
PersonX revs PersonY's gas pedal,PersonX revs PersonY's engine
PersonX reprimands PersonY,PersonX rewards PersonY
PersonX rides cars,PersonX rides go karts
PersonX rides the small roller coaster,PersonX rides the big roller coaster
PersonX left out PersonY.,PersonX rides with PersonY
PersonX wrecks PersonY's bike.,PersonX rids PersonY's bike
PersonX walks home from school.,PersonX rids PersonY's bike home from school
PersonX rids PersonY's cars,PersonX rids PersonY's bikes
PersonX eats PersonY's horse.,PersonX rids PersonY's horse
PersonX stole personY's skateboard,PersonX rids PersonY's skateboard
PersonX drives their car home,PersonX rids the bus home
PersonX plays PersonX's flute,PersonX rings PersonX's bell
PersonX taps personY’s bells,PersonX rings PersonY's bell
PersonX builds PersonY back up,PersonX rips PersonY apart
PersonX  is safe,PersonX risks PersonX's life and limb
PersonX saves the life of PersonY.,PersonX risks PersonY's life
PersonX gives PersonY money.,PersonX robs PersonY
PersonX robs a store,PersonX robs the bank
PersonX leaves behind the cradle.,PersonX robs the cradle
PersonX lets PersonY dance unencumbered,PersonX rocks PersonY's hips
PersonX touches PersonY's hands.,PersonX rolls PersonY's shoulders
PersonX puts on Persony's cuff links.,PersonX rolls up PersonY's sleeves
PersonX rubs PersonY the right way.,PersonX rubs PersonY the wrong way
PersonX pokes PersonY's face,PersonX rubs PersonY's face
PersonX slaps persony face,PersonX rubs PersonY's temples
PersonX combs PersonY's hair,PersonX ruffles PersonY's hair
PersonX brightens PersonX's day,PersonX ruins PersonX's day
PersonX saves PersonY's day,PersonX ruins PersonY's day
PersonX improves PersonY's life,PersonX ruins PersonY's life
PersonX hates the school,PersonX rules the school
PersonX walk 5 miles,PersonX runs 5 miles
PersonX runs PersonY under,PersonX runs PersonY over
PersonX goes to sleep with PersonY,PersonX runs PersonY ragged
PersonX runs PersonY's fingers through PersonY's hair,PersonX runs PersonY's hand through PersonY's hair
PersonX watches PersonY leave,PersonX runs after PersonY
PersonX walks amok,PersonX runs amok
PersonX run considerably slower than PersonY can.,PersonX runs as fast as PersonY could
PersonX returns home.,PersonX runs away from home
PersonX runs in front of PersonY,PersonX runs behind PersonY
PersonX walks slower.,PersonX runs faster
PersonX runs to personY,PersonX runs from PersonY
PersonX cancels some tests for PersonY,PersonX runs some tests on PersonY
PersonX jogs slowly.,PersonX runs very fast
PersonX rushes PersonY to the doctor,PersonX rushes PersonY to the vet
PersonX walks slowly to PersonY's car.,PersonX rushes to PersonY's car
