event,oEffect,oReact,oWant,xAttr,xEffect,xIntent,xNeed,xReact,xWant,split,original,neg_cue,neg_cue_type
PersonX gets no bad news,"[""none""]","[""none""]","[""none""]","[""skillful"", ""professional"", ""unburdened"", ""untroubled""]","[""Is relaxed throughout the day"", ""Has nothing to worry about"", ""none""]","[""none""]","[""none"", ""to be hardworking"", ""self supportive""]","[""happy"", ""relaxed"", ""relieved"", ""estatic""]","[""to be content"", ""to enjoy their day"", ""to celebrate"", ""go out and have drinks""]",trn,PersonX gets some bad news,no,single_word
PersonX no longer pays PersonY's back,"[""none""]","[""angry"", ""vengeful"", ""to get a plan"", ""to work well""]","[""receive more payments"", ""find out why"", ""to hunt person x down"", ""to force person x to pay them back or person x will be beaten up""]","[""broke"", ""hermetic"", ""content"", ""sattisfied""]","[""they get sued"", ""none""]","[""to be selfish"", ""to hurt Y"", ""to get a plan""]","[""start paying personY back"", ""decide to stop paying"", ""to skip  town"", ""to hire protection against person y""]","[""embarassed"", ""shameful"", ""to get a plan"", ""get back""]","[""deny they owe anymore"", ""save their money"", ""to try and make a deal with person y"", ""to pay someone to protect them from person y""]",trn,PersonX pays PersonY's back,no longer,multi_word
PersonX has problem with going sledding,"[""none""]","[""none""]","[""none""]","[""carefee"", ""brave"", ""scared"", ""timid""]","[""they fall off a sled"", ""is given a pep talk"", ""is helped over his fear""]","[""none""]","[""none""]","[""frightened"", ""cold"", ""left out"", ""unathletic""]","[""to get over it"", ""not fear snow"", ""to ask for help sledding"", ""do another activity""]",trn,PersonX goes sledding,have problem with,multi_word
PersonX hardly decides to go on a road trip,"[""none""]","[""none""]","[""none""]","[""uninterested"", ""impassive"", ""indecisive"", ""uncertain""]","[""none"", ""goes on the trip"", ""has a bad time""]","[""none""]","[""look at a map and plan where to go"", ""make sure their car has enough gas"", ""pack some personal belongings"", ""none""]","[""troubled"", ""busy"", ""confused"", ""conflicted""]","[""check into a hotel or motel"", ""get a meal"", ""get some rest"", ""watch tv in their hotel room"", ""decide to have a good time by themselves"", ""keep the road trip short because they hate open spaces""]",trn,PersonX decides to go on a road trip,hardly,single_word
PersonX barely packs PersonY's lunch,"[""they must get additional food"", ""becomes hungry"", ""becomes angry""]","[""none"", ""TO LUNCH"", ""to get a plan""]","[""none"", ""to take the lunch"", ""to leave for work""]","[""forgetful"", ""in a hurry"", ""inefficient"", ""careless""]","[""none""]","[""none"", ""to get a plan""]","[""get the ingredients"", ""go to the store"", ""to make a lunch"", ""to get a lunch box""]","[""forgetful"", ""uncaring"", ""to get a plan""]","[""to go to bed"", ""to buy lunch"", ""to give the lunch to PersonY"", ""to say goodbye to PersonY""]",trn,PersonX packs PersonY's lunch,barely,single_word
PersonX is by no means on a first date,"[""none""]","[""none"", ""get a room""]","[""have a good date"", ""go on another date"", ""none""]","[""experienced"", ""practiced"", ""proud"", ""brave""]","[""none"", ""worries"", ""sighs""]","[""to be left alone"", ""to get their old partner back"", ""get a room""]","[""go on many dates"", ""keep dating"", ""get dressed"", ""ask someone out""]","[""worried"", ""nervous"", ""to run"", ""to sdtay""]","[""go on more dates"", ""make a commitment"", ""make another date"", ""send a text""]",trn,PersonX is on a first date,by no means,multi_word
PersonX denied that they did PersonX's hair and makeup,"[""none""]","[""none""]",,"[""crooked"", ""fraudulent"", ""modest"", ""unconfident""]","[""tell the truth"", ""do make up"", ""looks ugly"", ""is unattractive""]","[""none"", ""to hide it"", ""to have someone else do it""]",,"[""like a lier"", ""cruel"", ""ashamed"", ""not capable of doing hair""]",,trn,PersonX does PersonX's hair and makeup,deny,verb
PersonX denies that they tell PersonY had happened,"[""is confronted"", ""gets asked a question"", ""is curious"", ""needs to figure it out""]","[""none"", ""curious about what X said"", ""not comprehending""]",,"[""deceptive"", ""sneaky"", ""untruthful"", ""untrustworthy""]","[""gets in trouble"", ""loses a friend"", ""gets found out"", ""is distrusted""]","[""to lie"", ""to hide their secret"", ""none""]",,"[""nervous"", ""called out"", ""irritated"", ""bothered"", ""accused""]",,trn,PersonX tells PersonY had happened,deny,verb
PersonX feels unlike an adult,"[""none""]","[""none""]","[""none""]","[""run"", ""eat"", ""young"", ""immature"", ""small"", ""novel""]","[""gets carded at the bar for alcohol"", ""is catcalled by much younger suitors"", ""none""]","[""none""]","[""none""]","[""immature"", ""disappointed"", ""childish"", ""embarrassed""]","[""to get their life together"", ""to make a plan"", ""to get a real job"", ""to make a major purchase"", ""to get married""]",trn,PersonX feels like an adult,unlike,affixes_adj
PersonX seldomly paints the room,"[""none""]","[""none""]","[""none""]","[""lazy"", ""sluggish"", ""lethargic"", ""practical"", ""complacent""]","[""gets complained to"", ""gets placed on paid leave"", ""hates room"", ""frowns""]","[""to avoid inhaling paint fumes"", ""to avoid physical labor"", ""none""]","[""none"", ""to go to the room"", ""to take out paint""]","[""lazy"", ""unmotivated"", ""frugal"", ""unindustrious""]","[""to save money"", ""admire the old paint job"", ""to put paint away"", ""to clean up""]",trn,PersonX paints the room,seldomly,single_word
PersonX is in no way driving to work,"[""none""]","[""none""]","[""none""]","[""unemployed"", ""an avid walker"", ""a home-based employee"", ""unable"", ""unqualified""]","[""stays home"", ""misses work"", ""decides to learn for next time"", ""tries to figure it out""]","[""none"", ""to stay home"", ""to avoid something""]","[""to be sick"", ""to live very far from work"", ""to have called in sick"", ""to have called a cab""]","[""bored"", ""tired"", ""worried"", ""relaxed""]","[""to take the train"", ""stay home"", ""take a bromide"", ""watch through the window""]",trn,PersonX is driving to work,in no way,multi_word
PersonX is barely eating at a restaurant,"[""none""]","[""none"", ""nice bad"", ""bad""]","[""none""]","[""full"", ""sated"", ""satiated""]","[""none"", ""swallows food"", ""is thinking of eating""]","[""none"", ""get gift"", ""get start""]","[""go to a restaurant"", ""order something to eat"", ""none""]","[""hungry"", ""broke"", ""to home"", ""to start""]","[""order something differnt"", ""go somewhere else"", ""cook at home"", ""watch a movie""]",trn,PersonX is eating at a restaurant,barely,single_word
PersonX refuses to pay PersonX's friend,"[""none"", ""argued with"", ""fought with""]","[""none"", ""cheated"", ""abused""]","[""none"", ""to sue PersonX""]","[""cruel"", ""boring"", ""untrustworthy"", ""thoughtless"", ""rude""]","[""reconsiders their actions"", ""behaves negatively"", ""argued with"", ""fought with""]","[""none"", ""to keep all their money"", ""to be thrifty""]","[""to owe money to person y friend"", ""have a reason to not pay person y friend back"", ""owe the money""]","[""mean"", ""selfish"", ""cheap"", ""miserly""]","[""avoid person y and friend"", ""slowly save up money to pay person y friend back""]",trn,PersonX pays PersonX's friend,refuse,verb
PersonX is barely on vacation at the beach,"[""none""]","[""none""]","[""none""]","[""hard working"", ""occupied"", ""uptight"", ""tense""]","[""none"", ""gets sunburnt"", ""gets stung by a jelly fish""]","[""to stay in touch with the office"", ""to keep up with events at home"", ""to keep working"", ""to stay on top of things""]","[""none"", ""get a room""]","[""overwhelmed"", ""nervous"", ""determined"", ""focused""]","[""to stop working"", ""a break"", ""get a room""]",trn,PersonX is on vacation at the beach,barely,single_word
PersonX is hardly outside playing,"[""none""]","[""none""]","[""none""]","[""indoorsy"", ""unathletic"", ""geeky"", ""lazy"", ""unadventurous""]","[""becomes unfocused"", ""gives little effort"", ""they lose their tan"", ""they become addicted to video games""]","[""none""]","[""none""]","[""tired"", ""weak"", ""cold""]","[""to stay inside"", ""to play video games"", ""to stay clean"", ""to be in the house resting""]",trn,PersonX is outside playing,hardly,single_word
PersonX has problem with drawing PersonY closer,"[""is contacted by PersonX"", ""is not interested in PersonX"", ""none""]","[""none"", ""unloved"", ""inferior""]","[""to move closer to PersonX"", ""move away"", ""to listen to personx"", ""to make a decision""]","[""nonsociable"", ""distant"", ""panicky"", ""unkempt""]","[""is unable to reach PersonY"", ""is unable to engage PersonY"", ""none""]","[""none""]","[""none"", ""to be bad with social interactions"", ""to be interested in persony""]","[""uncomfortable"", ""shy"", ""timid"", ""reserved""]","[""try harder to grasp PersonY"", ""give PersonY space"", ""to tell persony about personx feelings"", ""to be honest about personx intentions""]",trn,PersonX draws PersonY closer,have problem with,multi_word
PersonX is unable to see PersonY,"[""none""]","[""curious"", ""puzzled"", ""none""]","[""none"", ""see personX"", ""be alone""]","[""blind"", ""inattentive"", ""impaired""]","[""Becomes determined"", ""stresses out"", ""none""]","[""none""]","[""none"", ""be compelled to see personY"", ""suffer an obstacle in seeing personY""]","[""overscheduled"", ""disorganized"", ""blurred"", ""hidden""]","[""to go visit"", ""to talk on video call"", ""figure out a way to see personY"", ""overcome the obstacle""]",trn,PersonX is able to see PersonY,unable,affixes_adj
PersonX is barely scared of PersonY,"[""argued with"", ""fought with"", ""none""]","[""none"", ""surprised"", ""unsure""]","[""make personX more comfortable"", ""be more feared"", ""to wear a scarier mask"", ""to get a bigger weapon""]","[""brave"", ""independent"", ""fearless"", ""confident""]","[""argued with"", ""fought with"", ""none""]","[""none""]","[""be a little scared of personY"", ""be familiar with personY"", ""to confront the person"", ""to look the person up and down""]","[""dominant"", ""superior"", ""capable"", ""powerful""]","[""be less scared"", ""avoid personY"", ""to grab a baseball bat"", ""to get a group together for protection""]",trn,PersonX is scared of PersonY,barely,single_word
PersonX discontinues PersonX's studies,"[""none""]","[""none""]","[""none""]","[""Uninterested"", ""Careless"", ""rebellious"", ""hopeless""]","[""gets reprimanded by PersonX's parents"", ""gets booted from the school"", ""gets bad grades"", ""flunks out of school""]","[""none""]","[""to close books"", ""to close computer"", ""go to school"", ""decide that school is not for them""]","[""tired"", ""stressed"", ""disappointed"", ""like a failure""]","[""to take a break"", ""to eat some food"", ""to exercise"", ""to go into a trade"", ""to get a minimum-wage job""]",trn,PersonX continues PersonX's studies,discontinue,affixes_verb
PersonX is by no means upset with PersonY,"[""none"", ""smiles"", ""laughs""]","[""relieved"", ""happy"", ""none""]","[""to try better"", ""to devise a plan to make things up in the future"", ""to comfort PersonX"", ""to apologize""]","[""Happy"", ""Loving"", ""Caring"", ""forgiving"", ""permissive""]","[""none"", ""smiles"", ""laughs""]","[""none""]","[""to talk to PersonY"", ""to confront PersonY"", ""to hear bad news""]","[""friendly"", ""forgiving"", ""disapointed"", ""angry""]","[""to forgive"", ""to say they understand"", ""to reassure PersonY"", ""to go back to work""]",trn,PersonX is upset with PersonY,by no means,multi_word
PersonX disapproves bringing PersonY's daughter,"[""gets lots of attention from older men"", ""gets told she's sexy"", ""none""]","[""none""]","[""none""]","[""judgemental"", ""unreceptive"", ""cautious"", ""discerning""]","[""gets told they're uptight"", ""gets a nasty look from personY's daughter"", ""none""]","[""none""]","[""none""]","[""sad"", ""strict"", ""ujhelpful"", ""unworthy""]","[""To avoid Y's daughter"", ""to go out with someone else"", ""alone time"", ""to not be around kids""]",trn,PersonX brings PersonY's daughter,disapprove,verb
PersonX rarely plays with PersonY's friends,"[""ignored"", ""avoided"", ""gains friend"", ""develops trust""]","[""none""]","[""none""]","[""independent"", ""solitary"", ""boring"", ""unsociable""]","[""ignored"", ""avoided"", ""Becomes more friendly"", ""Loses shyness""]","[""plan for meet a person"", ""none""]","[""none""]","[""to drive"", ""make best"", ""unfriendly"", ""lost""]","[""their own friends"", ""to be alone""]",trn,PersonX plays with PersonY's friends,rarely,single_word
